factory_id,factory_name,date,process,electricity_kwh,natural_gas_m3,diesel_litres,production_tonnes,raw_material_tonnes,waste_tonnes,recycled_tonnes,operating_hours,category
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-11,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",9474.0,760.3,0.0,61.9,70.6,0.2352,0.0588,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-12,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7874.0,615.4,0.0,52.4,59.7,0.1991,0.0498,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-13,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7485.0,599.0,0.0,51.9,59.2,0.1972,0.0493,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-14,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6512.0,522.6,411.7,43.6,49.7,0.1657,0.0414,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-15,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4890.0,370.9,59.0,32.3,36.2,0.1163,0.032600000000000004,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-16,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7823.0,616.7,188.9,52.7,60.1,0.2003,0.0501,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-17,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6103.0,505.4,0.0,40.5,46.2,0.1539,0.0385,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-18,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7384.0,561.9,0.0,45.9,52.3,0.1744,0.0436,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-19,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6797.0,503.1,0.0,42.8,48.8,0.1626,0.040600000000000004,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-20,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8373.0,612.7,0.0,52.0,59.3,0.1976,0.0494,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-21,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6566.0,541.3,0.0,46.0,52.4,0.1748,0.0437,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-22,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5755.0,435.7,21.1,39.2,43.9,0.1411,0.0395,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-23,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6640.0,539.0,252.2,44.1,50.3,0.1676,0.0419,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-24,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7324.0,554.2,0.0,45.9,52.3,0.1744,0.0436,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-25,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6930.0,548.6,0.0,45.4,51.8,0.1725,0.0431,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-26,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8228.0,615.3,24.6,52.8,60.2,0.2006,0.0501,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-27,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7472.0,634.6,12.1,54.4,62.0,0.2067,0.0517,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-28,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7505.0,597.8,0.0,49.7,56.7,0.1889,0.047200000000000006,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-29,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6214.0,478.6,131.3,42.5,47.6,0.153,0.0428,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-30,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6733.0,561.2,0.0,47.6,54.3,0.1809,0.045200000000000004,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-01-31,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7284.0,631.5,63.9,48.3,55.1,0.1835,0.045899999999999996,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-01,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7750.0,612.7,123.8,49.5,56.4,0.1881,0.047,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-02,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8536.0,614.0,171.3,55.0,62.7,0.209,0.0522,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-03,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8798.0,671.4,84.9,59.0,67.3,0.22419999999999998,0.056,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-04,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5792.0,476.1,0.0,40.2,45.8,0.15280000000000002,0.038200000000000005,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-05,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5318.0,422.6,5.9,36.9,41.3,0.1328,0.037200000000000004,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-06,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6947.0,512.3,0.0,44.1,50.3,0.1676,0.0419,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-07,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7115.0,527.3,9.3,41.8,47.7,0.15880000000000002,0.039700000000000006,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-08,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6591.0,511.2,0.0,40.8,46.5,0.155,0.038799999999999994,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-09,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6746.0,521.9,0.0,43.7,49.8,0.1661,0.0415,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-10,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7516.0,600.6,0.0,49.1,56.0,0.1866,0.0466,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-11,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6566.0,464.6,0.0,41.9,47.8,0.15919999999999998,0.039799999999999995,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-12,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4794.0,341.4,75.7,32.0,35.8,0.1152,0.032299999999999995,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-13,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8823.0,661.3,43.5,54.3,61.9,0.2063,0.0516,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-14,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6604.0,494.1,0.0,43.6,49.7,0.1657,0.0414,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-15,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7716.0,616.7,0.0,49.7,56.7,0.1889,0.047200000000000006,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-16,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7286.0,619.1,0.0,46.7,53.2,0.1775,0.0444,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-17,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6601.0,516.7,268.0,43.7,49.8,0.1661,0.0415,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-18,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7069.0,577.8,0.0,47.4,54.0,0.18009999999999998,0.045,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-19,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5696.0,420.0,7.4,38.1,42.7,0.1372,0.0384,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-20,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8032.0,611.2,90.7,51.6,58.8,0.1961,0.049,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-21,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8649.0,696.7,0.0,56.8,64.8,0.21580000000000002,0.054,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-22,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7703.0,656.5,0.0,53.4,60.9,0.2029,0.0507,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-23,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6659.0,518.6,0.0,43.3,49.4,0.1645,0.041100000000000005,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-24,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7862.0,693.4,0.0,50.6,57.7,0.1923,0.048100000000000004,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-25,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8215.0,639.5,0.0,53.7,61.2,0.2041,0.051,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-26,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4528.0,353.7,25.1,31.9,35.7,0.1148,0.032100000000000004,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-27,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7464.0,526.4,0.0,48.4,55.2,0.1839,0.046,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-02-28,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6950.0,565.3,0.0,45.6,52.0,0.1733,0.0433,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-01,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6094.0,516.4,5.0,42.6,48.6,0.16190000000000002,0.0405,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-02,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",9514.0,752.9,0.0,59.9,68.3,0.2276,0.0569,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-03,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7975.0,564.2,0.0,52.1,59.4,0.198,0.0495,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-04,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6730.0,498.7,16.2,45.8,52.2,0.174,0.0435,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-05,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5710.0,470.7,50.2,41.6,46.6,0.14980000000000002,0.0419,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-06,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6975.0,515.0,0.0,41.7,47.5,0.1585,0.0396,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-07,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7702.0,609.5,0.0,53.2,60.6,0.2022,0.0505,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-08,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7352.0,611.7,0.0,50.2,57.2,0.19080000000000003,0.047700000000000006,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-09,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7219.0,530.5,0.0,47.7,54.4,0.18130000000000002,0.0453,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-10,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8410.0,627.4,0.0,56.2,64.1,0.21359999999999998,0.053399999999999996,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-11,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8107.0,576.1,0.0,48.7,55.5,0.1851,0.046299999999999994,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-12,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4549.0,355.3,1.1,31.1,34.8,0.112,0.0314,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-13,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6878.0,547.2,0.0,45.0,51.3,0.171,0.0428,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-14,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",9137.0,628.7,0.0,55.9,63.7,0.2124,0.0531,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-15,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5774.0,461.7,0.0,38.2,43.5,0.1452,0.0363,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-16,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7446.0,567.4,0.0,49.4,56.3,0.18769999999999998,0.0469,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-17,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6809.0,521.3,0.0,45.5,51.9,0.1729,0.0432,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-18,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8224.0,627.2,0.0,52.5,59.8,0.1995,0.0499,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-19,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5295.0,428.3,65.8,37.5,42.0,0.135,0.0378,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-20,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7664.0,568.2,0.0,47.9,54.6,0.182,0.0455,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-21,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6708.0,569.8,0.0,45.0,51.3,0.171,0.0428,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-22,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8489.0,643.6,0.0,54.5,62.1,0.2071,0.0518,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-23,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6869.0,540.7,0.0,46.4,52.9,0.1763,0.0441,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-24,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7127.0,587.2,0.0,48.5,55.3,0.18430000000000002,0.0461,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-25,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8533.0,720.4,0.0,58.5,66.7,0.2223,0.055600000000000004,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-26,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5435.0,429.4,2.4,37.5,42.0,0.135,0.0378,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-27,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7143.0,461.0,0.0,43.5,49.6,0.1653,0.041299999999999996,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-28,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6797.0,510.0,0.0,43.9,50.0,0.1668,0.0417,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-29,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6932.0,522.5,0.0,45.2,51.5,0.1718,0.043,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-30,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6497.0,543.9,0.0,45.6,52.0,0.1733,0.0433,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-03-31,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6640.0,467.2,142.6,41.0,46.7,0.15580000000000002,0.039,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-01,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5655.0,485.3,0.0,37.8,43.1,0.1436,0.0359,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-02,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4910.0,396.8,54.8,35.0,39.2,0.126,0.0353,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-03,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7242.0,598.1,0.0,50.5,57.6,0.19190000000000002,0.048,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-04,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6661.0,522.4,76.7,43.8,49.9,0.1664,0.0416,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-05,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7747.0,580.0,0.0,48.1,54.8,0.18280000000000002,0.045700000000000005,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-06,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8570.0,653.1,0.0,52.8,60.2,0.2006,0.0501,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-07,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8701.0,674.8,0.0,58.9,67.1,0.2238,0.056,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-08,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6297.0,556.8,348.2,45.0,51.3,0.171,0.0428,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-09,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4073.0,311.2,7.1,27.3,30.6,0.1,0.0275,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-10,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8590.0,591.2,0.0,52.9,60.3,0.201,0.0502,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-11,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7324.0,554.6,0.0,47.6,54.3,0.1809,0.045200000000000004,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-12,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6831.0,498.6,0.0,42.5,48.4,0.1615,0.0404,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-13,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7298.0,559.1,0.0,47.5,54.1,0.1805,0.0451,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-14,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7538.0,584.2,0.0,49.5,56.4,0.1881,0.047,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-15,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6642.0,507.5,0.0,46.4,52.9,0.1763,0.0441,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-16,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",5635.0,392.5,4.8,37.1,41.6,0.1336,0.037399999999999996,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-17,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7513.0,631.7,0.0,49.2,56.1,0.187,0.046799999999999994,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-18,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",9008.0,710.0,0.0,55.8,63.6,0.212,0.053,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-19,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6968.0,499.5,13.9,42.9,48.9,0.163,0.040799999999999996,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-20,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",8398.0,793.4999999999999,0.0,52.4,59.7,0.248875,0.0498,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-21,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7549.0,785.2199999999999,0.0,46.7,53.2,0.221875,0.0444,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-22,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",7456.0,822.066,0.0,48.4,55.2,0.229875,0.046,24.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-23,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",4166.0,434.7,27.1,28.2,31.6,0.126875,0.028399999999999998,18.0,FACTORY_OPERATIONAL_DATA
FAC_VAD_01,Apex PetroChem & Polymers Ltd,2023-04-24,"Utility Steam Boiler, Thermic Heater, DG Set & Distillation",6833.0,817.098,7.5,47.8,54.5,0.227,0.045399999999999996,24.0,FACTORY_OPERATIONAL_DATA
